materia,grupo,aula
3542,B|4|54|||20251~S1,E31
4542,B|4|54|||20251~S1,E25
5544,B|4|54|||20251~S1,E28
6541,B|4|54|||20251~S1,2A1
6547,B|4|54|||20251~S1,F36
8542,B|4|54|||20251~S1,F31
654H,B|4|54|||20251~S2,2A2
654I,B|4|54|||20251~S2,X11
754T,B|4|54|||20251~S2,C12
854Q,B|4|54|||20251~S2,2A2
654O,B|4|54|||20251~S2,F15
654P,B|4|54|||20251~S2,LM1
854S,B|4|54|||20251~S2,G21
854T,B|4|54|||20251~S2,LM1
4545,B|4|54|||20251~S2,E33
5546,B|4|54|||20251~S2,E16
6544,B|4|54|||20251~S2,E31
6546,B|4|54|||20251~S2,E3A
1546,B|4|54|||20251~S2,E26
2545,B|4|54|||20251~S2,E31
3541,B|4|54|||20251~S2,E31
4541,B|4|54|||20251~S2,E37
5541,B|4|54|||20251~S2,E26
5547,B|4|54|||20251~S2,E26
6543,B|4|54|||20251~S2,E13
7542,B|4|54|||20251~S2,E32
0540,B|4|54|||20251~S2,E32
7543,B|4|54|||20251~S3,LM1
754H,B|4|54|||20251~S3,E12
754I,B|4|54|||20251~S3,2A1
654F,B|4|54|||20251~S3,E16
654G,B|4|54|||20251~S3,T12
854H,B|4|54|||20251~S3,G25
1544,B|4|54|||20251~S3,Z23
2542,B|4|54|||20251~S3,E19
3543,B|4|54|||20251~S3,Z23
4544,B|4|54|||20251~S3,E28
5543,B|4|54|||20251~S3,E31
6545,B|4|54|||20251~S3,E37
1542,B|4|54|||20251~S3,E26
2543,B|4|54|||20251~S3,E26
2547,B|4|54|||20251~S3,E12
3545,B|4|54|||20251~S3,E28
4543,B|4|54|||20251~S3,E33
5545,B|4|54|||20251~S3,E13
6542,B|4|54|||20251~S3,A11
7541,B|4|54|||20251~S3,G23
854R,B|4|54|||20251~S3,F28
0540,A|4|54|||20251~S1,E33
2547,A|4|54|||20251~S1,E37
3543,A|4|54|||20251~S1,E21
3547,A|4|54|||20251~S1,G22
6544,A|4|54|||20251~S1,E33
654H,A|4|54|||20251~S1,E26
654I,A|4|54|||20251~S1,F20
9541,A|4|54|||20251~S1,E31
3541,A|4|54|||20251~S1,A11
5545,A|4|54|||20251~S1,F20
754T,A|4|54|||20251~S1,F14
854Q,A|4|54|||20251~S1,Z23
1546,A|4|54|||20251~S1,Z23
2544,A|4|54|||20251~S1,X22
3542,A|4|54|||20251~S1,E32
4542,A|4|54|||20251~S1,U11
4545,A|4|54|||20251~S1,G24
5543,A|4|54|||20251~S1,F17
6541,A|4|54|||20251~S1,E24
654F,A|4|54|||20251~S1,F24
754H,A|4|54|||20251~S1,E17
854G,A|4|54|||20251~S1,F17
654G,A|4|54|||20251~S2,F20
754I,A|4|54|||20251~S2,F28
854H,A|4|54|||20251~S2,E25
654O,A|4|54|||20251~S2,2A2
654P,A|4|54|||20251~S2,CIM
1544,A|4|54|||20251~S2,2A2
2542,A|4|54|||20251~S2,Z23
5542,A|4|54|||20251~S2,A11
6543,A|4|54|||20251~S2,F15
7543,A|4|54|||20251~S2,CIM
2541,A|4|54|||20251~S2,A11
2545,A|4|54|||20251~S2,X12
3545,A|4|54|||20251~S2,E31
4543,A|4|54|||20251~S2,F3C
4546,A|4|54|||20251~S2,E26
5544,A|4|54|||20251~S2,F14
6542,A|4|54|||20251~S2,E19
7542,A|4|54|||20251~S2,E17
754U,A|4|54|||20251~S2,F20
754V,A|4|54|||20251~S3,LM1
754W,A|4|54|||20251~S3,LM1
5546,A|4|54|||20251~S3,E34
8543,A|4|54|||20251~S3,CIM
854S,A|4|54|||20251~S3,F28
854T,A|4|54|||20251~S3,LM1
6545,A|4|54|||20251~S3,F20
854R,A|4|54|||20251~S3,F33
1541,A|4|54|||20251~S3,F14
1542,A|4|54|||20251~S3,E24
2543,A|4|54|||20251~S3,E13
2546,A|4|54|||20251~S3,Y12
4541,A|4|54|||20251~S3,C12
4544,A|4|54|||20251~S3,E25
4547,A|4|54|||20251~S3,E34
5547,A|4|54|||20251~S3,U23
6546,A|4|54|||20251~S3,G26
7546,A|4|54|||20251~S3,E19
8542,A|4|54|||20251~S3,X22
3547,C|4|54|||20251~S1,E32
6543,C|4|54|||20251~S1,Z21
6544,C|4|54|||20251~S1,X13
9541,C|4|54|||20251~S1,E26
3541,C|4|54|||20251~S1,E28
4541,C|4|54|||20251~S1,X22
7543,C|4|54|||20251~S1,LM2
1542,C|4|54|||20251~S1,E15
1544,C|4|54|||20251~S1,E28
2542,C|4|54|||20251~S1,E16
2545,C|4|54|||20251~S1,E26
2547,C|4|54|||20251~S1,E37
3543,C|4|54|||20251~S1,E27
4543,C|4|54|||20251~S1,G25
4546,C|4|54|||20251~S1,E12
5541,C|4|54|||20251~S1,E37
5543,C|4|54|||20251~S1,F35
5546,C|4|54|||20251~S1,U22
6541,C|4|54|||20251~S1,F17
6545,C|4|54|||20251~S1,F20
6547,C|4|54|||20251~S1,G11
8542,C|4|54|||20251~S1,F28
7542,C|4|54|||20251~S2,E37
8543,C|4|54|||20251~S2,LM2
2544,C|4|54|||20251~S2,E19
7546,C|4|54|||20251~S2,U21
4544,C|4|54|||20251~S2,E23
5544,C|4|54|||20251~S2,G23
1541,C|4|54|||20251~S2,T12
1543,C|4|54|||20251~S2,E28
1546,C|4|54|||20251~S2,E26
2543,C|4|54|||20251~S2,X13
2546,C|4|54|||20251~S2,E28
3542,C|4|54|||20251~S2,E37
3545,C|4|54|||20251~S2,E37
4545,C|4|54|||20251~S2,E28
4547,C|4|54|||20251~S2,E37
5542,C|4|54|||20251~S2,U11
5545,C|4|54|||20251~S2,F25
5547,C|4|54|||20251~S2,E23
6542,C|4|54|||20251~S2,E32
6546,C|4|54|||20251~S2,Z21
7541,C|4|54|||20251~S2,G21
2541,D|4|54|||20251~S1,E28
2547,D|4|54|||20251~S1,Y13
5545,D|4|54|||20251~S1,X12
9541,D|4|54|||20251~S1,E31
2542,D|4|54|||20251~S1,A11
2545,D|4|54|||20251~S1,E28
3542,D|4|54|||20251~S1,F20
3545,D|4|54|||20251~S1,F36
4542,D|4|54|||20251~S1,E33
4544,D|4|54|||20251~S1,2A1
4546,D|4|54|||20251~S1,E31
5542,D|4|54|||20251~S1,E25
5544,D|4|54|||20251~S1,E33
5547,D|4|54|||20251~S1,Z23
6543,D|4|54|||20251~S1,E33
6545,D|4|54|||20251~S1,E15
7541,D|4|54|||20251~S1,E12
7546,D|4|54|||20251~S1,E17
7543,D|4|54|||20251~S2,V11
8543,D|4|54|||20251~S2,CIM
1542,D|4|54|||20251~S2,Y13
2543,D|4|54|||20251~S2,E33
2546,D|4|54|||20251~S2,F3A
3543,D|4|54|||20251~S2,E31
4541,D|4|54|||20251~S2,F20
4543,D|4|54|||20251~S2,F20
4545,D|4|54|||20251~S2,E25
5541,D|4|54|||20251~S2,F3A
5543,D|4|54|||20251~S2,F20
5546,D|4|54|||20251~S2,F3A
6541,D|4|54|||20251~S2,E37
6544,D|4|54|||20251~S2,E23
6547,D|4|54|||20251~S2,X11
7542,D|4|54|||20251~S2,U12
8542,D|4|54|||20251~S2,X12
4544,E|4|54|||20251~S1,E37
5542,E|4|54|||20251~S1,E13
6543,E|4|54|||20251~S1,E14
9541,E|4|54|||20251~S1,X11
2541,E|4|54|||20251~S1,E31
2543,E|4|54|||20251~S1,E23
2547,E|4|54|||20251~S1,2A2
3545,E|4|54|||20251~S1,C12
5541,E|4|54|||20251~S1,2A1
5544,E|4|54|||20251~S1,E28
6541,E|4|54|||20251~S1,E34
6546,E|4|54|||20251~S1,F20
5545,E|4|54|||20251~S2,X12
8542,E|4|54|||20251~S2,F3A
8543,E|4|54|||20251~S2,CIM
2542,E|4|54|||20251~S2,E33
2545,E|4|54|||20251~S2,E19
3542,E|4|54|||20251~S2,T12
4542,E|4|54|||20251~S2,F3A
5543,E|4|54|||20251~S2,Z23
5547,E|4|54|||20251~S2,U13
6544,E|4|54|||20251~S2,F28
7541,E|4|54|||20251~S2,E3A
